oldcode,state,povrate60,mort_age59_related_postHS,mort_age59_injury_postHS,mort_age59_all_postHS,mort_age25plus_related_postHS,mort_age25plus_injuries_postHS,mort_age59_related_preHS,mort_wh_age59_related_postHS,mort_bl_age59_related_postHS,census1960_pop,census1960_pctsch1417,census1960_pctsch534,census1960_pctsch25plus,census1960_pop1417,census1960_pop534,census1960_pop25plus,census1960_pcturban,census1960_pctblack,census1990_pop,census1990_pop1824,census1990_pop2534,census1990_pop3554,census1990_pop55plus,census1990_pcturban,census1990_pctblack,census1990_percapinc
1012,1,62.109222,0,16.834072,50.502216,121.6386,137.72305,0,0,0,18140,85.900002,.59256393,18.700001,1542,9037,8384,0,49.599998,16018,.097640157,.14302659,.24291421,.22624548,0,.4418154576101885,9622
1013,1,58.466175,10.557804,35.19268,66.866089,137.66571,146.26981,0,0,20.528259,26738,84.099998,.55657226,24.4,2052,12568,12549,31.6,49.5,27240,.10172541,.1469163,.23601322,.21490455,0,.4284875183553598,9031
1014,1,49.76548,0,24.384296,24.384296,166.34323,140.92967,0,0,0,12852,83.699997,.56768483,19.4,1036,5533,6892,0,16.299999,13252,.097041957,.14382735,.24222758,.26735586,0,.1634470268638696,9533
1015,1,52.199707,0,18.258171,54.774513,99.216446,131.01659,0,0,0,11051,78,.47438294,16.200001,879,5348,5708,0,6.4000001,12730,.10377062,.14988217,.25428122,.23220739,0,.0472113118617439,9876
1016,1,50.684071,5.7636886,14.409222,25.9366,87.101814,103.01464,4.9005194,7.3372955,0,30383,79.699997,.49485555,26.299999,2301,15162,15509,51.400002,20.700001,40240,.096794233,.16026342,.26053679,.22467694,0,.1726143141153081,11286
1017,1,35.326622,0,23.583895,45.0238,106.28749,96.249229,0,0,0,46985,86.400002,.52898616,33.5,3467,22942,24111,57.099998,19.299999,51666,.094104439,.15081485,.26135176,.25192583,.5533232686873379,.1663376301629698,11425
1018,1,62.961342,0,27.363523,41.045288,139.325,141.40448,16.00256,0,0,18372,92.400002,.63231099,18.700001,1589,8412,8894,20.799999,45.400002,14054,.089227267,.14458518,.22634126,.2667568,0,.421943930553579,7953
1019,1,51.698772,0,47.267914,56.721497,96.005341,151.66061,13.728721,0,0,11428,87.400002,.57869202,21.1,855,5153,5575,0,36.200001,11063,.090752959,.16550665,.23393293,.2499322,0,.3413179065352979,9234
1020,1,46.309258,3.4018233,17.009117,47.625526,125.3179,109.75555,9.4082232,4.2614846,0,36577,84.800003,.54431409,21.799999,2812,16022,19802,52.799999,16.1,36478,.083474971,.1440046,.2392401,.27715334,0,.1312571961182082,9315
1021,1,64.908119,8.393487,67.147896,75.541382,164.30614,167.59225,0,0,25.012506,15190,83.300003,.58416718,19.200001,1228,6796,7942,0,31.1,13635,.088082142,.12981299,.23542354,.27994132,0,.2604327099376604,8848
1022,1,48.081337,3.7777903,20.777847,37.777905,105.6459,90.516998,3.5280836,3.8334005,0,46017,86.099998,.54674852,17.6,3739,21990,24091,23.9,1.1,67613,.100247,.15233757,.25293952,.24413945,0,.0084007513348025,10447
1023,1,40.678829,0,23.982384,32.703251,74.866142,97.208397,5.0413389,0,0,31527,84,.42179611,35.799999,2001,16636,14871,30.700001,17.6,49633,.13154554,.19990732,.22501159,.16456793,.0650776700985232,.1774424274172426,10580
1024,1,58.209354,3.4520254,24.164179,48.328358,150.34644,123.75885,4.7415838,0,5.4859147,56866,85.800003,.55873924,32.599998,4399,28618,26481,50.099998,57.700001,48130,.096426345,.14670683,.22229379,.22148348,0,.5785996260128817,8344
1025,1,49.628716,0,32.5168,47.691307,94.157188,95.647018,8.0282593,0,0,42292,80.300003,.53145552,17.5,3307,19313,22534,17,2,54651,.096558161,.14971364,.2541765,.2453935,0,.0186455874549414,9604
1026,1,47.932415,0,31.421839,36.65881,117.16189,123.7571,5.038291,0,0,30189,86.199997,.52779704,25.200001,2396,14426,15796,22.4,33.700001,49210,.096911199,.17744361,.26084128,.20044707,.0139199349725666,.2244665718349929,10677
1027,1,47.245808,0,13.788919,16.546703,132.47076,121.75307,22.121937,0,0,33848,87.300003,.52112675,25,2743,16756,16691,50.700001,32.700001,35518,.098626047,.15268315,.25108397,.2304747,0,.2812376823019314,8858
1028,1,35.826748,0,13.68457,28.509521,120.22168,107.69541,9.414423,0,0,98606,86.099998,.53241438,28.9,7033,46646,51879,71.099998,15.4,99840,.096664667,.14310898,.25332531,.26133814,.715655048076923,.1388521634615385,10997
1029,1,52.51355,0,25.122473,50.244946,133.9812,124.65339,10.300783,0,0,16141,82.900002,.55310512,20.9,1314,7391,8889,26.200001,15.9,17962,.096314445,.14107561,.2529785,.25576216,0,.1228148313105445,9864
1030,1,49.874001,0,34.299435,51.44915,130.64761,125.68631,0,0,0,22363,85,.51924741,20.6,1795,10417,12071,30.1,5.5999999,27814,.095167898,.14535846,.2531459,.25915006,0,.0456964118789099,9049
1031,1,53.809502,4.7562428,23.781214,42.806183,150.19742,128.55325,7.1684589,5.8661346,0,22899,78.400002,.50171298,21.1,1883,10508,12003,17.200001,15.1,23647,.095572375,.13570432,.24810758,.27060515,0,.1191271620078657,9768
1032,1,77.78582,8.9581652,17.91633,35.832661,140.39276,169.43956,0,0,10.465725,13863,90.400002,.62579781,17.4,1216,6737,6143,20.5,81.300003,10153,.082635671,.13414754,.20368364,.24495223,0,.8054762139269181,6306
1033,1,70.75676,0,0,33.079723,119.16847,115.85823,6.4449601,0,0,20524,86.300003,.6048699,18.299999,1683,9569,8818,15.8,70.699997,15498,.089818038,.1422119,.21267261,.24157956,0,.5929797393212027,8164
1034,1,64.056786,7.2939458,14.587892,36.46973,112.64493,133.89868,0,0,15.33272,15859,83.5,.58070153,19.1,1408,7441,7711,33.799999,45.599998,15374,.085208796,.13984649,.24424353,.26193574,0,.3507219981787433,9909
1035,1,46.032688,2.8747196,27.309837,43.120796,85.680862,98.777161,8.7904358,2.0250294,5.0994391,50661,86.400002,.56071025,29.4,3843,24724,26560,62,27.299999,81331,.093482189,.15965623,.25553602,.21376842,.6857532798072076,.232309943318046,12118
1036,1,52.100143,4.3614793,23.988136,45.795532,110.16816,110.82198,16.079756,4.627059,0,37443,82.199997,.50748062,17.4,3121,18314,18688,25.5,6.0999999,47796,.096200518,.15141435,.27100593,.22296844,0,.0410076157000586,10144
1037,1,30.840883,1.4783195,18.109415,33.44698,124.42198,102.69491,3.5608478,1.8320947,.94352531,636496,85.5,.5022791,36.799999,40993,301432,341992,84.599998,34.599998,651525,.09718737,.16848777,.252922,.23199263,.8747876136756072,.3502352173746211,13277
1038,1,46.945538,0,34.314735,34.314735,124.36502,126.27833,0,0,0,14507,76.400002,.49517685,17.9,1126,6531,7903,0,14.7,15715,.097550109,.14591154,.24880688,.2540248,0,.1184218899140948,9945
1039,1,35.300106,6.0412922,12.082584,27.185816,86.962791,84.077774,4.9514756,6.9127607,0,61690,83.400002,.52424163,32.700001,4326,30526,31681,51.400002,11.8,79661,.1149496,.15210706,.25250751,.24107154,.5093960658289501,.0959064033843411,11685
1040,1,56.771191,6.5789475,29.605263,52.63158,114.22562,135.71359,11.411617,8.4563017,0,24916,79.599998,.52708369,17.799999,2186,12406,11850,0,22.299999,31513,.10779678,.16294862,.24926221,.20651795,0,.151937295719227,9800
1041,1,42.510731,1.766098,28.257568,42.386353,84.782028,90.398499,10.002001,0,5.0347395,50395,83.599998,.6176995,35.900002,3483,28046,21898,64.199997,36.599998,87146,.25690222,.15910082,.2143185,.1485094,.6744199389530213,.2349390677713263,11409
1042,1,49.06786,0,21.532131,31.101967,103.73557,95.755913,0,0,0,37489,80.5,.52242029,23.9,2949,18510,17961,25.6,20.9,54135,.10361134,.18435393,.25850189,.20131153,.0010344509097626,.1301745635910224,11696
1043,1,76.947334,6.3856959,44.699871,63.85696,109.10914,175.45929,15.124017,0,7.5723157,15883,85,.61577225,18.6,1472,7938,6332,0,80.699997,12658,.10151683,.14370358,.20255965,.20216464,0,.7469584452520145,6848
1044,1,60.517235,4.3256335,17.302534,25.953802,191.05515,128.2608,5.7392101,0,4.9960032,27413,87.900002,.65700483,29.5,2091,13041,13277,13.3,83.400002,24928,.18248557,.12255295,.20061778,.22877888,0,.8593148267008985,7534
1045,1,29.391495,2.8470075,11.957432,25.053665,71.270554,86.701134,7.3855243,2.9780073,2.534533,119011,82.699997,.46667731,43,7429,62645,57301,63.900002,18.700001,238912,.11386201,.19973882,.26212999,.1779651,.7550688119474953,.2013419166889901,15443
1046,1,63.184452,0,19.744896,23.693874,121.45445,139.19499,9.5183706,0,0,28284,84.800003,.58973593,23.6,2215,13367,12827,36.5,62.099998,23084,.087463178,.14360596,.22803673,.23700398,0,.509053890140357,9242
1047,1,52.759903,3.8317113,22.990267,34.485401,143.62752,128.89648,0,3.949291,0,22215,84.5,.53270751,19.1,1830,10120,12139,13.3,3.3,29830,.10060342,.14351325,.2578277,.25119007,0,.0309420046932618,9645
1048,1,41.137676,1.7736472,24.83106,35.472942,109.62936,112.5528,3.2206118,1.8135655,0,48054,83.199997,.50234461,23.799999,3532,23458,25327,46.799999,2.3,70832,.093531169,.15426643,.25979784,.24493167,0,.0152896995708155,10793
1049,1,31.982508,2.1056747,23.463234,44.519981,108.99312,107.43201,6.6643562,1.9335815,2.4409096,317383,87.900002,.52096593,37.900002,21808,157446,156735,86.099998,32.099998,378643,.10191658,.1648096,.24781919,.20075639,.7954643291966311,.3111532498950199,11158
1050,1,62.368958,0,21.501677,38.703018,115.60873,142.76514,5.831584,0,0,22996,85.800003,.58466482,21.799999,1972,11203,10613,16.200001,50.599998,23968,.098381177,.14732143,.22984813,.21645528,0,.3905624165554072,9299
1051,1,36.756565,5.0379248,13.434465,41.422935,103.93018,100.21839,7.9365077,4.2905564,5.9346476,169937,88,.51258421,44.700001,10817,83875,86486,84.400002,38.099998,209085,.11031399,.16973001,.24689002,.19731688,.9064208336322548,.4171365712509267,12806
1052,1,36.461369,3.6956735,22.174042,38.188625,97.949615,99.224052,2.4875622,2.8306561,9.6553059,61621,82.800003,.4776563,32.799999,4076,29270,32151,56.599998,12.6,100043,.093769677,.16950712,.26959407,.20777066,.6346770888517937,.0995871775136691,12830
1053,1,75.13681,6.6374617,46.462234,66.374619,142.00647,158.7131,30.921459,0,9.1049805,17295,85.400002,.5971812,22.200001,1558,8798,7902,21.9,65.699997,12759,.12101262,.11905321,.1999373,.24163336,0,.6420565875068579,6879
1054,1,58.915573,0,4.9566293,9.9132586,111.76582,108.72458,6.3107409,0,0,21988,87.099998,.56149429,21.6,1839,10627,10721,14.6,44.700001,20699,.086960725,.13667327,.22643606,.26315281,0,.4207932750374414,8564
1055,1,61.9207,0,4.3569188,21.784594,98.397522,130.98372,0,0,0,26377,85.900002,.61469275,24.799999,2134,12564,13048,49.099998,41.299999,27595,.17916289,.13339373,.21170501,.22446096,0,.3471281029171951,9423
1056,1,50.720825,0,34.040623,56.734371,131.64014,139.52278,17.325018,0,0,19928,79.800003,.52983212,20,1492,8816,10738,27.1,25.5,19881,.09456265,.14466073,.23228207,.26734069,0,.2365072179467834,9092
1057,1,49.997887,2.2016249,28.621122,52.838997,113.67395,131.62248,8.8683929,4.3480153,0,47610,82.5,.52538621,17.200001,3719,23950,21947,59.599998,49.400002,46860,.099957317,.1621639,.24893299,.22210841,.6465215535638071,.3854033290653009,9675
1058,1,44.420078,2.712085,27.12085,35.257107,98.979713,118.19097,0,3.1241214,0,25365,85.400002,.55440038,18,2084,12408,13080,17.700001,16.799999,50009,.095122881,.16485032,.26425242,.20920235,0,.0906636805375032,10596
1059,1,45.083767,0,19.089931,36.444412,73.121788,91.808464,9.4428711,0,0,32694,82.699997,.54865015,23.200001,2509,16187,15959,8.6000004,18.9,99358,.10164254,.19415648,.28492925,.14429638,.520914269610902,.076581654220093,16237
1060,1,73.843216,0,11.761247,35.283741,172.81976,155.5378,0,0,0,20880,93.900002,.6540004,20.200001,1702,9974,8998,14.6,76.300003,16174,.1412143,.13744281,.19314949,.22301224,0,.7022381600098924,8031
1061,1,45.342716,4.2081637,22.443541,36.470753,117.10341,114.0648,12.903226,2.3184104,7.1390328,66629,88.199997,.55134827,27.700001,5445,33302,31941,54.200001,32,74107,.10046285,.15083595,.25200048,.2191156,.0141552080100395,.3078926417207551,9700
1062,1,40.672295,0,37.037037,45.584045,133.81149,121.45966,0,0,0,34656,82.400002,.5234769,24.700001,2573,16463,18755,51,28.9,38826,.093983412,.13967444,.24854478,.25982589,0,.262993870087055,10878
1063,1,40.569523,3.6667309,19.250338,30.25053,104.60076,91.606079,11.615414,4.2358522,2.6380353,110215,82.900002,.54874104,34,7037,55682,55466,70.400002,28.700001,150522,.17005488,.15723284,.23554696,.19824344,.7048737061691979,.2594039409521532,11406
1064,1,44.656731,0,16.566166,33.132332,135.89069,122.70199,2.865658,0,0,55467,67,.5510456,20.5,4434,25918,28718,25.799999,10.3,67670,.095551945,.15018472,.25766218,.24266292,0,.0642234372691,10105
1065,1,54.223682,0,32.99604,49.494061,102.08711,127.86669,0,0,0,16529,86.099998,.56717354,19.9,1428,7957,6871,0,32.700001,16694,.097819574,.14813705,.24320115,.20528333,0,.2769857433808554,8340
1066,1,78.654282,6.1236987,55.113289,79.608086,152.99316,179.91995,12.588117,0,7.9170294,18691,85.5,.6295017,20.299999,1933,9552,8086,0,77.900002,13568,.094339624,.12920105,.19833432,.24108195,0,.6891214622641509,6552
1067,1,50.543728,0,20.909567,47.046524,118.58055,131.02419,0,0,0,15273,77.5,.50737953,18.6,1304,7182,7965,25.200001,.5,22053,.099396907,.14859657,.26409104,.24237065,0,.0024033011381671,9349
2001,2,28.93401,,,,,,0,,,1612,,,,,,,,,2464,.16233766,.27597404,.2739448,.071428575,0,.0028409090909091,17242
2003,2,15.296462,,,,,,0,,,4051,,,,,,,,,226338,.102802,.21569952,.29925597,.088809654,.979707340349389,.0636702630579045,19620
2006,2,25.460123,,,,,,0,,,2986,,,,,,,,,4012,.089232303,.19042872,.24277169,.10493519,0,.0004985044865404,12782
2007,2,20.989305,,,,,,0,,,1745,,,,,,,,,77720,.13169068,.21724138,.2630983,.076634072,0,.0707153885743695,15914
2008,2,22.276823,,,,,,0,,,2846,,,,,,,,,2117,.060462918,.16863486,.33301842,.15635332,0,.0009447331128956,16204
2009,2,21.14061,,,,,,0,,,5249,,,,,,,,,26751,.078464359,.19135733,.33101568,.10448208,0,.0103173713132219,19920
2012,2,30.234549,,,,,,0,,,6222,,,,,,,,,13309,.1070704,.2313472,.28168908,.072131641,0,.0077391239011195,19979
2013,2,18.523003,,,,,,0,,,7269,,,,,,,,,1668,.083932854,.21103117,.2176259,.11330935,0,0,11560
2014,2,28.651089,,,,,,23.34267,,,6097,,,,,,,,,39683,.062293679,.17894313,.30368167,.10805634,0,.0062747272131643,15898
2015,2,31.107693,,,,,,19.290123,,,3887,,,,,,,,,8288,.093508691,.18448359,.23178089,.10871139,0,.0002413127413127,10701
2016,2,82.458588,,,,,,54.824562,,,5171,,,,,,,,,5979,.090985112,.19652116,.25020906,.085633047,0,.0070245860511791,18231
2017,2,75.409836,,,,,,0,,,1986,,,,,,,,,6113,.1025683,.17798135,.18828726,.098969407,0,.0016358580075249,10040
2018,2,50.367764,,,,,,81.300812,,,3996,,,,,,,,,6278,.08139535,.19257726,.30758202,.093341827,0,.0017521503663587,15510
2020,2,65.323738,,,,,,0,,,1595,,,,,,,,,4385,.067046747,.18859749,.30171037,.11516534,0,.0011402508551881,15463
2021,2,49.56868,,,,,,0,,,2010,,,,,,,,,5913,.084390327,.183494,.28513443,.089125656,0,.0473532893624218,12505
2022,2,75.490814,,,,,,55.555557,,,3262,,,,,,,,,9952,.078275725,.19332798,.33038586,.10751608,0,.0067323151125402,22772
2023,2,59.356495,,,,,,0,,,5605,,,,,,,,,5791,.11431532,.16283889,.17406321,.09376619,0,.0025902262130893,6519
2024,2,93.071671,,,,,,0,,,3049,,,,,,,,,7042,.070292532,.19042885,.29025844,.13831298,0,.0024140869071287,19012
2025,2,,,,,,,0,,,,,,,,,,,,8478,,,,,0,.0090823307383817,11554
3001,3,66.053902,4.762434,33.337036,66.674072,144.9492,319.79416,17.95977,0,0,29339,79.5,.51656944,20.799999,2587,17140,11324,0,2.5,61591,.096718676,.15693851,.20004547,.12457989,0,.0018184475004465,5399
3002,3,24.870682,2.5927222,20.741777,42.779919,112.74619,90.0755,8.0372934,2.7567954,0,55443,88.699997,.48977256,44.5,3514,27964,27132,45.299999,2.4000001,97624,.099432513,.1626137,.23851717,.22607146,0,.0519749241989675,10716
3003,3,34.775528,2.7553902,38.575462,61.996281,68.032516,129.37332,8.8558273,0,0,41152,86.199997,.55248082,42.900002,2728,22513,18575,59.099998,2.8,96591,.17070949,.1725523,.23590189,.11414107,0,.0129929289478316,10580
3004,3,29.218288,0,26.399929,41.066559,152.31033,138.01729,10.670081,0,0,25232,91.099998,.62178248,34.099998,1867,12432,13032,46.900002,.40000001,40216,.063059479,.12012631,.24057589,.31057289,0,.0023871096081162,10297
3005,3,35.830643,4.5326805,49.859486,63.457527,157.56921,144.92998,9.540164,5.5328097,0,14317,85,.5858407,40.299999,1375,7345,6487,33.099998,2.5999999,26554,.10725314,.1386985,.21492054,.20799126,0,.0173608495895157,8955
3006,3,22.924339,7.5924377,7.5924377,22.777313,110.26857,93.652763,10.780509,7.8333073,0,11970,94.800003,.63610506,34.299999,1013,5977,5537,36.400002,.40000001,8008,.066183813,.14035964,.26236263,.18956044,0,.0033716283716284,9794
3007,3,20.928204,2.3802805,17.597073,34.344048,113.41386,92.880203,7.4520221,2.3031244,3.7985263,663268,85.099998,.53194052,47.700001,42917,322803,346702,86.5,3.8,2122101,.10497097,.18649442,.2459341,.20121427,.9365930273818258,.0350101149756774,14970
3008,3,24.662455,0,48.366295,64.488396,102.06271,141.20609,19.77066,0,0,8096,89.099998,.58268887,42.099998,515,3362,4292,58.5,.2,93497,.066055596,.13468881,.2344888,.33714449,0,.0014545921259506,11933
3009,3,52.000443,1.2644622,39.19833,55.636341,115.00258,190.18433,18.474045,0,0,36504,73.900002,.50838292,32.900002,2934,20339,15540,32.400002,2,77658,.090550877,.1494244,.21863814,.15690592,0,.0104561023976924,7586
3010,3,20.232365,1.9967952,15.724762,33.19672,132.45605,90.309509,8.4731398,2.1940351,0,263546,90.199997,.55987215,51.700001,16492,128908,138712,88.300003,3,666880,.115625,.17231436,.24321617,.220314,.8684545945297505,.0312739923224568,13177
3011,3,38.994263,2.2202981,27.753725,43.295811,144.62845,143.2946,6.0997925,1.3421738,26.075619,64117,80.5,.52497274,29.4,4618,32996,29002,44,5.9000001,116379,.086965859,.15012158,.23544626,.23070313,.1634573247750883,.0312685278271853,9228
3012,3,35.748341,4.7129793,4.7129793,23.564898,122.27264,95.100945,0,4.7460847,0,10776,93.400002,.54174644,39.700001,758,5222,5490,67.400002,1,29676,.095093675,.14688638,.23338725,.18078582,0,.0022240194096239,9007
3013,3,23.267536,2.3063796,29.982933,48.433968,166.86526,114.49797,12.241401,2.3881168,0,29280,93.699997,.58883077,42.799999,2052,11854,17173,44.5,.5,107714,.069415301,.11462762,.23930965,.36349964,0,.0022652579980318,12657
3014,3,24.908281,0,29.204124,43.171314,117.4946,147.43214,6.2574306,0,0,46081,88.099998,.47703239,39.700001,3080,23642,23578,57.900002,3.7,120739,.10298247,.14024466,.18803369,.19370709,.5852707078905739,.0247558783822957,10291.78326804098
4001,4,45.903023,0,19.08215,47.705372,93.265106,93.265106,12.377769,0,0,23712,85.5,.53739101,28.4,1692,10778,12447,54.299999,24.6,21653,.071953081,.14011915,.24874151,.26042581,0,.2172909065718376,11169
4002,4,47.212372,3.8424592,23.054754,42.267052,117.01293,121.3698,11.811954,5.6179776,0,25166,90.199997,.57433528,25.4,1953,11697,12225,34.200001,36.700001,24319,.092931449,.13997287,.2524775,.23347999,0,.2726674616554957,9696
4003,4,45.160381,0,19.097332,25.46311,141.0101,91.808731,19.312475,0,0,10688,88.5,.62246829,30,709,3703,6311,0,0,31186,.056050792,.10899121,.21833515,.42185596,0,0,10648
4004,4,39.404728,3.4035022,17.017511,35.736774,110.66693,82.067604,5.1856461,3.4786239,0,36402,93.300003,.5898338,33.400002,2407,14499,22058,36.700001,.1,97499,.08912912,.14973487,.23373573,.27986953,.010010359080606,.0008923168442753,12274
4005,4,44.082638,0,30.931025,36.086193,170.81108,85.705208,11.795235,0,,16235,86.199997,.51404709,31.6,1068,6585,9762,40.799999,0,28297,.085415415,.14284199,.24380676,.27649575,0,.0000706788705516,10129
4006,4,50.993332,0,18.47575,46.189377,145.60248,104.47811,0,0,0,14404,89.400002,.57220882,23.1,1063,6225,7673,48.099998,35.099998,11793,.086407192,.133469,.23234122,.28974816,0,.3100992113965912,8824
4007,4,58.799274,0,23.272051,23.272051,127.00428,97.899139,0,0,0,6063,92.900002,.63200933,20.9,486,2568,3330,0,35.200001,5826,.084792309,.15568143,.23360796,.25780982,0,.2480260899416409,9464
4008,4,45.898472,8.9702187,17.940437,44.851093,184.14552,105.09769,0,9.0522318,0,11391,79.599998,.46932161,29.1,753,4319,7160,0,.1,18654,.079982847,.13509166,.25554842,.28899968,0,.0007505092741503,10176
4009,4,67.343369,0,36.764706,47.268909,121.43405,138.51073,14.361626,0,0,18952,84.5,.57937348,20.4,1501,8523,9765,54,56.599998,15713,.083688669,.12887418,.21058996,.25100234,0,.5649462228727805,7452
4010,4,47.135693,0,40.726089,58.180126,109.1871,112.1183,8.6490231,0,0,20957,94.199997,.66420072,30.1,1568,10003,10916,38.5,25.799999,21437,.18001586,.12515743,.21476886,.25740543,0,.2296496711293558,9001
4011,4,49.476391,6.239471,24.957884,43.676296,166.73026,96.788322,7.940289,6.2437563,,21498,80.099998,.55392361,16.9,1860,9532,11860,13.1,0,18107,.085823163,.13182747,.23482631,.32092562,0,.0004970453415806,9018
4012,4,57.210979,8.6933842,17.386768,26.080153,115.34026,87.622826,0,8.7070093,,9447,85.800003,.54950494,21.5,721,3838,5359,0,0,19411,.071454331,.13013239,.24177013,.34150741,0,.0000515171809799,10039
4013,4,58.14674,0,29.971527,44.957291,118.28151,104.24811,0,0,0,7106,90.800003,.5987553,17,574,3053,3820,0,24.5,7781,.086749777,.13301632,.26359081,.24816862,0,.1368718673692327,9025
4014,4,46.162537,0,37.256088,46.57011,135.58833,106.19086,6.0408359,0,0,26970,90.800003,.57586288,30.5,1931,12371,14154,40.299999,36,25691,.10887081,.1477171,.22112802,.25791132,0,.351095714452532,9425
4015,4,52.216358,11.731582,35.194744,70.389488,103.1468,105.6423,0,7.3632278,29.629629,15323,94.5,.62463641,24.5,1292,6876,8443,38.900002,22,19151,.083442114,.14704193,.23304266,.26306722,0,.1498616260247507,9126
4016,4,41.630791,0,11.743752,23.487503,108.27687,84.901962,10.695188,0,0,47960,85.400002,.54914904,27.299999,3769,23327,24435,45.299999,3.3,68956,.14499101,.16409014,.24115378,.20428969,0,.0562677649515633,11301
4017,4,46.090042,0,15.580692,28.045246,103.64612,79.122711,0,0,0,21743,86.5,.59558427,23.299999,1625,9285,11976,31.799999,2.5,42493,.087873295,.16153249,.25623044,.20384534,.3513519873861577,.0068246534723366,9689
4018,4,63.395897,1.8716778,20.588455,37.433556,92.038658,131.4838,12.616705,0,3.6195164,48148,82.900002,.55128795,20.799999,3812,24031,21400,40.700001,58.900002,49939,.098720439,.16654319,.23468632,.18162158,.6918240253108793,.429283726145898,9334
4019,4,60.744053,0,9.4723883,23.680969,124.38327,117.74949,14.380213,0,0,19765,88.599998,.60789722,19.5,1800,9421,9486,25.200001,30.200001,19225,.092847854,.14179453,.24364109,.21893369,0,.2493107932379714,8897
4020,4,57.589245,0,0,0,152.98022,121.22961,28.810141,0,0,10681,87.900002,.6093716,23.799999,821,4567,5852,37,39.799999,9614,.070938215,.14333265,.24037862,.27948824,0,.3846473892240483,9101
4021,4,59.622135,0,5.0446453,10.089291,140.25745,122.50333,6.3107409,0,0,21667,86.099998,.58067793,21.299999,1712,9854,10142,38.5,48,16798,.090308368,.14245744,.22752708,.22252649,0,.4177283009882129,8428
4022,4,55.92202,0,19.584803,32.641338,137.91109,108.97868,0,0,0,15697,88.900002,.63159347,22.200001,1240,7242,7707,29,33.900002,17369,.12292015,.14623755,.23743451,.21538372,0,.273245437273303,9114
4023,4,45.382095,2.7902565,13.951283,22.322052,103.23897,73.512573,0,3.095017,0,24241,85.599998,.60301375,32.099998,1719,11547,12902,40.299999,10.7,60006,.16701663,.16346699,.23640969,.17996533,0,.0775422457754225,10141
4024,4,50.218716,0,49.722382,58.009449,124.60515,85.256149,52.356022,0,0,10574,87.800003,.54580522,24,778,4148,6058,0,1.2,14897,.09230046,.14143787,.24212928,.26340875,0,.0038934013559777,8877
