"","X","nextGPA","left_school","nextGPA_nonorm","Z","hsgrade_pct","totcredits_year1","age_at_entry","male","bpl_north_america","english","loc_campus1","loc_campus2","loc_campus3","clustervar"
"43",-2.39000010490417,2,0,3.5,0,78,5,19,1,1,0,1,0,0,2.39000010490417
"44",-1.28999996185303,0.5,0,2,0,2,4,19,1,0,0,1,0,0,1.28999996185303
"45",-0.899999976158142,0.640000104904175,0,2.14000010490417,0,81,5,19,0,1,1,1,0,0,0.899999976158142
"46",-0.439999997615814,1.5,0,3,0,49,5,19,0,1,1,1,0,0,0.439999997615814
"47",-0.620000004768372,0.859999895095825,0,2.35999989509583,0,12,4.5,19,0,1,1,0,1,0,0.620000004768372
"48",-2.20000004768372,2.20000004768372,0,3.70000004768372,0,65,4.5,18,1,1,1,1,0,0,2.20000004768372
"49",-1.99000000953674,1.99999988079071,0,3.59999990463257,0,90,4.5,19,1,1,0,0,0,1,1.99000000953674
"50",-0.5,-0.0700000524520874,0,1.52999997138977,0,21,4,19,1,1,1,0,0,1,0.5
"51",0.419999986886978,-0.600000023841858,0,1,1,11,4,19,0,1,1,0,0,1,-0.419999986886978
"52",-1.87999999523163,0.819999933242798,0,2.3199999332428,0,91,5,19,1,1,1,1,0,0,1.87999999523163
"53",-0.180000007152557,0.399999976158142,0,2,0,30,4.5,19,1,1,1,0,0,1,0.180000007152557
"54",-1.24000000953674,0.440000057220459,0,1.94000005722046,0,75,5,18,0,1,1,1,0,0,1.24000000953674
"55",0.389999985694885,-0.5,0,1,1,50,5.5,19,0,1,1,1,0,0,-0.389999985694885
"56",-0.180000007152557,-0.200000047683716,0,1.39999997615814,0,66,4.5,19,1,1,0,0,0,1,0.180000007152557
"57",-1.60000002384186,1.65000009536743,0,3.15000009536743,0,60,5,18,0,1,1,1,0,0,1.60000002384186
"58",-1.14999997615814,0.849999904632568,0,2.34999990463257,0,4,5,20,1,1,1,0,1,0,1.14999997615814
"59",-0.75,0.769999980926514,0,2.26999998092651,0,5,4,19,0,1,1,0,1,0,0.75
"60",-0.720000028610229,0.570000052452087,0,2.17000007629395,0,18,5,18,0,1,1,0,0,1,0.720000028610229
"61",-0.540000021457672,0.129999995231628,0,1.62999999523163,0,22,4.5,19,1,1,1,1,0,0,0.540000021457672
"62",-1.70000004768372,1.77999997138977,0,3.27999997138977,0,68,5,18,0,1,1,1,0,0,1.70000004768372
"63",-2.25999999046326,2.40000009536743,0,4,0,100,5,18,0,1,1,0,0,1,2.25999999046326
"64",-1.62000000476837,1.1800000667572,0,2.6800000667572,0,48,5,19,0,1,1,1,0,0,1.62000000476837
"65",-0.379999995231628,-0.0299999713897705,0,1.47000002861023,0,35,5,19,1,1,1,1,0,0,0.379999995231628
"66",-1.86000001430511,1.98999989032745,0,3.58999991416931,0,82,4,19,0,1,1,0,0,1,1.86000001430511
"67",-2.24000000953674,1.60000002384186,0,3.20000004768372,0,73,5,19,1,0,0,0,0,1,2.24000000953674
"68",-1.25999999046326,1.29999995231628,0,2.79999995231628,0,68,5,19,0,1,0,1,0,0,1.25999999046326
"69",0.340000003576279,0.509999990463257,0,2.00999999046326,1,46,5,19,1,1,0,0,1,0,-0.340000003576279
"70",-0.409999996423721,NA,0,NA,0,7,4.5,18,0,1,1,0,0,1,0.409999996423721
"71",-0.379999995231628,0.839999914169312,0,2.33999991416931,0,12,5,19,0,1,0,0,1,0,0.379999995231628
"72",-1.82000005245209,2.07999992370605,0,3.57999992370605,0,91,5,19,1,1,1,1,0,0,1.82000005245209
"73",-2.09999990463257,2.20000004768372,0,3.70000004768372,0,94,4,18,0,1,1,1,0,0,2.09999990463257
"74",-1.17999994754791,-0.299999952316284,0,1.20000004768372,0,43,5,19,1,1,1,1,0,0,1.17999994754791
"75",-0.0199999995529652,-0.790000021457672,0,0.709999978542328,0,49,5,19,0,0,1,1,0,0,0.0199999995529652
"76",0.259999990463257,1.69999992847443,0,3.29999995231628,1,16,4,19,0,1,1,0,0,1,-0.259999990463257
"77",-1.36000001430511,1.65000009536743,0,3.15000009536743,0,88,5,19,0,1,1,1,0,0,1.36000001430511
"78",-1.67999994754791,1.25,0,2.75,0,81,5,19,1,1,1,1,0,0,1.67999994754791
"79",-2.0699999332428,2.20000004768372,0,3.70000004768372,0,98,5,18,0,1,1,1,0,0,2.0699999332428
"80",-0.680000007152557,NA,0,NA,0,60,5,19,0,1,1,0,0,1,0.680000007152557
"81",0.150000005960464,0.799999952316284,0,2.29999995231628,1,25,4,18,0,1,1,0,1,0,-0.150000005960464
"82",-0.119999997317791,NA,0,NA,0,46,5,18,0,0,1,1,0,0,0.119999997317791
"83",-0.360000014305115,0.699999928474426,0,2.29999995231628,0,26,4,19,0,1,1,0,0,1,0.360000014305115
"84",-0.270000010728836,0.059999942779541,0,1.55999994277954,0,70,5,18,0,0,1,1,0,0,0.270000010728836
"85",-1.54999995231628,1.69999992847443,0,3.29999995231628,0,17,4,19,1,1,0,0,0,1,1.54999995231628
"86",-1.22000002861023,1.5,0,3,0,54,4.5,19,0,1,0,0,1,0,1.22000002861023
"87",0.579999983310699,NA,0,NA,1,23,5,19,0,1,1,0,0,1,-0.579999983310699
"88",-1.20000004768372,0.840000033378601,0,2.44000005722046,0,16,5,19,1,1,1,0,0,1,1.20000004768372
"89",-1.67999994754791,1.10000002384186,0,2.70000004768372,0,48,5,19,1,1,1,0,0,1,1.67999994754791
"90",0.419999986886978,1.76999986171722,0,3.36999988555908,1,8,4,19,1,1,1,0,0,1,-0.419999986886978
"91",-1.36000001430511,0.900000095367432,0,2.40000009536743,0,63,5,19,0,1,1,1,0,0,1.36000001430511
"92",-1.70000004768372,1.13000011444092,0,2.63000011444092,0,31,5,19,0,1,1,1,0,0,1.70000004768372
"93",-2.35999989509583,2.41000008583069,0,3.91000008583069,0,97,5,18,1,1,1,1,0,0,2.35999989509583
"94",-2.03999996185303,2.21000003814697,0,3.71000003814697,0,87,5,18,1,1,1,1,0,0,2.03999996185303
"95",-1.12999999523163,2,0,3.5,0,55,4,18,1,1,0,1,0,0,1.12999999523163
"96",0.419999986886978,0.429999947547913,0,1.92999994754791,1,15,4,18,1,1,1,0,1,0,-0.419999986886978
"97",-1.74000000953674,0.900000095367432,0,2.40000009536743,0,89,4.5,19,1,1,0,1,0,0,1.74000000953674
"98",-1.48000001907349,1.72000002861023,0,3.22000002861023,0,53,5,19,1,1,1,1,0,0,1.48000001907349
"99",-1.44000005722046,1.10000002384186,0,2.70000004768372,0,61,5,18,0,1,1,0,0,1,1.44000005722046
"100",-1.58000004291534,0.859999895095825,0,2.35999989509583,0,57,4,19,0,1,1,1,0,0,1.58000004291534
"101",-0.0599999986588955,0.559999942779541,0,2.05999994277954,0,3,5,19,1,1,1,0,1,0,0.0599999986588955
"102",-1.13999998569489,0.799999952316284,0,2.29999995231628,0,22,4,19,1,1,0,1,0,0,1.13999998569489
"103",0.259999990463257,-0.399999976158142,0,1.10000002384186,1,84,5,19,0,1,1,1,0,0,-0.259999990463257
"104",-0.100000001490116,0.100000023841858,0,1.70000004768372,0,19,4,19,1,1,1,0,0,1,0.100000001490116
"105",-1.87999999523163,1.65000009536743,0,3.15000009536743,0,82,5,19,0,1,1,1,0,0,1.87999999523163
"106",-0.819999992847443,NA,0,NA,0,88,5,18,0,1,1,1,0,0,0.819999992847443
"107",-0.980000019073486,0.409999966621399,0,1.9099999666214,0,28,4.5,18,0,1,1,1,0,0,0.980000019073486
"108",-1.36000001430511,2.20000004768372,0,3.70000004768372,0,69,5,19,0,1,1,1,0,0,1.36000001430511
"109",-0.46000000834465,0.799999952316284,0,2.29999995231628,0,13,4,18,0,1,1,1,0,0,0.46000000834465
"110",-1.50999999046326,1.08000004291534,0,2.6800000667572,0,25,5,18,0,0,0,0,0,1,1.50999999046326
"111",-1,0.579999923706055,0,2.07999992370605,0,35,4,19,0,0,0,1,0,0,1
"112",-1.25999999046326,1.5,0,3,0,17,4.5,19,0,0,0,0,1,0,1.25999999046326
"113",-1.44000005722046,0.399999976158142,0,1.89999997615814,0,78,5,18,0,1,0,1,0,0,1.44000005722046
"114",-0.5,0.200000047683716,0,1.70000004768372,0,85,5,18,1,1,1,1,0,0,0.5
"115",-1.86000001430511,1.84999990463257,0,3.34999990463257,0,93,5,19,0,1,1,1,0,0,1.86000001430511
"116",-0.980000019073486,1.38999998569489,0,2.99000000953674,0,48,4.5,19,1,1,1,0,0,1,0.980000019073486
"117",-0.899999976158142,0.699999928474426,0,2.29999995231628,0,68,3.5,18,0,1,1,0,0,1,0.899999976158142
"118",0.0500000007450581,2.20000004768372,0,3.70000004768372,1,74,5,19,1,1,0,1,0,0,-0.0500000007450581
"119",-0.209999993443489,0.200000047683716,0,1.70000004768372,0,6,4,19,0,1,1,0,1,0,0.209999993443489
"120",-0.839999973773956,1,0,2.5,0,43,5,19,1,1,0,1,0,0,0.839999973773956
"121",-1.17999994754791,0.869999885559082,0,2.36999988555908,0,46,5,18,1,1,1,1,0,0,1.17999994754791
"122",-1.98000001907349,1.79999995231628,0,3.29999995231628,0,65,5,18,1,1,1,1,0,0,1.98000001907349
"123",0.819999992847443,1.5,0,3,1,27,4,20,1,1,1,0,1,0,-0.819999992847443
"124",0.819999992847443,-1.17000007629395,0,0.42999991774559,1,16,3,19,1,1,1,0,0,1,-0.819999992847443
"125",-0.730000019073486,-0.320000052452087,0,1.17999994754791,0,8,4,19,0,0,0,1,0,0,0.730000019073486
"126",-0.0299999993294477,0.729999899864197,0,2.32999992370605,0,41,4.5,18,1,1,1,0,0,1,0.0299999993294477
"127",-0.899999976158142,1.5,0,3,0,15,4,19,0,1,1,0,1,0,0.899999976158142
"128",-0.610000014305115,-0.800000011920929,0,0.699999988079071,0,54,4.5,18,1,1,0,1,0,0,0.610000014305115
"129",-1.85000002384186,2.09999990463257,0,3.69999980926514,0,71,5,19,0,1,1,0,0,1,1.85000002384186
"130",-0.550000011920929,0.560000061988831,0,2.16000008583069,0,28,5,19,0,1,1,0,0,1,0.550000011920929
"131",1.07000005245209,NA,0,NA,1,8,4,20,0,1,0,1,0,0,-1.07000005245209
"132",-0.600000023841858,1.79999995231628,0,3.29999995231628,0,35,4,19,1,1,1,1,0,0,0.600000023841858
"133",-1.55999994277954,2.01999998092651,0,3.51999998092651,0,65,5,18,1,1,1,1,0,0,1.55999994277954
"134",0.170000001788139,1.33999991416931,0,2.83999991416931,1,27,4,18,0,1,1,1,0,0,-0.170000001788139
"135",-2.10999989509583,2.20000004768372,0,3.70000004768372,0,74,5,17,0,0,0,1,0,0,2.10999989509583
"136",-0.639999985694885,1.5,0,3,0,25,5,18,0,1,0,0,1,0,0.639999985694885
"137",-0.759999990463257,NA,0,NA,0,36,4.5,19,1,0,0,0,1,0,0.759999990463257
"138",-1.10000002384186,1.01999998092651,0,2.51999998092651,0,72,4,20,1,1,1,1,0,0,1.10000002384186
"139",-2.30999994277954,2.09999990463257,0,3.69999980926514,0,44,5,19,0,0,0,0,0,1,2.30999994277954
"140",-0.330000013113022,0.589999914169312,0,2.08999991416931,0,58,4,19,1,1,1,1,0,0,0.330000013113022
"141",-1.52999997138977,1.99000000953674,0,3.49000000953674,0,78,5,19,0,1,1,0,1,0,1.52999997138977
"142",-1.67999994754791,1.20000004768372,0,2.70000004768372,0,19,4,19,0,1,1,0,1,0,1.67999994754791
"143",-0.0299999993294477,-0.00999999046325684,0,1.5900000333786,0,19,6,18,0,1,0,0,0,1,0.0299999993294477
"144",0.899999976158142,NA,1,NA,1,9,5,18,0,1,0,1,0,0,-0.899999976158142
"145",-0.170000001788139,-0.900000035762787,0,0.699999988079071,0,32,3.5,19,1,1,1,0,0,1,0.170000001788139
"146",-1.55999994277954,1.27999997138977,0,2.77999997138977,0,27,5,19,1,1,0,1,0,0,1.55999994277954
"147",-2.32999992370605,NA,1,NA,0,90,5,17,0,1,0,1,0,0,2.32999992370605
"148",-1.44000005722046,1.59999990463257,0,3.09999990463257,0,51,5,18,1,1,1,1,0,0,1.44000005722046
"149",-0.980000019073486,1.44000005722046,0,2.94000005722046,0,67,5,19,1,0,0,1,0,0,0.980000019073486
"150",-0.829999983310699,1.87000000476837,0,3.47000002861023,0,6,3,21,0,1,1,0,0,1,0.829999983310699
"151",-1.0900000333786,0.5,0,2,0,48,4,19,0,1,1,1,0,0,1.0900000333786
"152",-0.46000000834465,0.729999899864197,0,2.32999992370605,0,37,4.5,18,0,1,0,0,0,1,0.46000000834465
"153",-2.05999994277954,2.21000003814697,0,3.71000003814697,0,91,5,19,0,1,1,1,0,0,2.05999994277954
"154",-2.02999997138977,1.5900000333786,0,3.19000005722046,0,21,4,18,1,1,1,0,0,1,2.02999997138977
"155",-0.75,0.200000047683716,0,1.70000004768372,0,67,4,18,1,1,1,1,0,0,0.75
"156",1.5,NA,0,NA,1,5,4,19,0,1,1,0,1,0,-1.5
"157",-0.170000001788139,-0.800000011920929,0,0.699999988079071,0,43,4.5,19,1,1,0,1,0,0,0.170000001788139
"158",-0.430000007152557,1,0,2.5,0,3,4,19,0,1,1,0,1,0,0.430000007152557
"159",-2.44000005722046,2.5,0,4,0,100,5,19,0,1,1,1,0,0,2.44000005722046
"160",-1.6599999666214,1.23999989032745,0,2.83999991416931,0,72,4.5,18,1,1,1,0,0,1,1.6599999666214
"161",-1.3400000333786,1.27999997138977,0,2.77999997138977,0,58,5,19,1,1,1,1,0,0,1.3400000333786
"162",0.649999976158142,0.49999988079071,0,2.09999990463257,1,5,3,19,0,1,1,0,0,1,-0.649999976158142
"163",-1.33000004291534,1.79999995231628,0,3.29999995231628,0,84,4,18,0,1,0,1,0,0,1.33000004291534
"164",-0.579999983310699,0.200000047683716,0,1.70000004768372,0,64,4,19,0,1,1,0,1,0,0.579999983310699
"165",0.159999996423721,0.569999933242798,0,2.0699999332428,1,5,5,19,1,1,1,0,1,0,-0.159999996423721
"166",-0.649999976158142,0.700000047683716,0,2.20000004768372,0,25,4,19,1,1,1,1,0,0,0.649999976158142
"167",-1.10000002384186,2.20000004768372,0,3.70000004768372,0,53,4,19,1,1,0,0,1,0,1.10000002384186
"168",-1,1.57999992370605,0,3.07999992370605,0,63,4,18,1,1,1,1,0,0,1
"169",-0.829999983310699,0.579999923706055,0,2.07999992370605,0,82,5,18,1,1,1,1,0,0,0.829999983310699
"170",0.400000005960464,0.5,0,2,1,56,4.5,19,1,1,1,1,0,0,-0.400000005960464
"171",-0.75,2.5,0,4,0,66,4,19,0,1,0,1,0,0,0.75
"172",0.310000002384186,0.579999923706055,0,2.07999992370605,1,51,4,19,1,1,1,0,1,0,-0.310000002384186
"173",-0.980000019073486,0.609999895095825,0,2.10999989509583,0,27,5,19,0,1,1,1,0,0,0.980000019073486
"174",-0.850000023841858,1.09999990463257,0,2.59999990463257,0,28,4,19,0,1,0,1,0,0,0.850000023841858
"175",-0.839999973773956,0.930000066757202,0,2.4300000667572,0,80,5,19,0,1,0,1,0,0,0.839999973773956
"176",-2.27999997138977,2.44000005722046,0,3.94000005722046,0,94,5,18,1,1,1,1,0,0,2.27999997138977
"177",-1.03999996185303,1.53999996185303,0,3.03999996185303,0,20,5,19,1,1,0,1,0,0,1.03999996185303
"178",-0.850000023841858,1.20000004768372,0,2.70000004768372,0,48,4,18,1,1,1,1,0,0,0.850000023841858
"179",-0.180000007152557,-0.300000071525574,0,1.29999995231628,0,1,4,19,0,1,1,0,0,1,0.180000007152557
"180",-0.939999997615814,1.29999995231628,0,2.79999995231628,0,41,5,19,0,1,1,0,1,0,0.939999997615814
"181",-1.98000001907349,1.83999991416931,0,3.33999991416931,0,55,5,18,0,1,1,1,0,0,1.98000001907349
"182",-2.34999990463257,2,0,3.5,0,96,5,21,1,1,1,1,0,0,2.34999990463257
"183",0.319999992847443,-0.5,0,1,1,28,4.5,19,1,1,1,0,1,0,-0.319999992847443
"184",-0.239999994635582,0.550000071525574,0,2.15000009536743,0,14,4,19,1,1,1,0,0,1,0.239999994635582
"185",-0.0900000035762787,0.940000057220459,0,2.44000005722046,0,12,4,19,0,1,0,1,0,0,0.0900000035762787
"186",-1.79999995231628,1.51999998092651,0,3.01999998092651,0,54,5,19,1,1,1,1,0,0,1.79999995231628
"187",-0.540000021457672,0.529999971389771,0,2.02999997138977,0,22,5,18,0,1,1,0,1,0,0.540000021457672
"188",-1.89999997615814,2.21000003814697,0,3.71000003814697,0,81,5,18,0,1,1,1,0,0,1.89999997615814
"189",-1.39999997615814,NA,0,NA,0,60,4,20,0,1,1,1,0,0,1.39999997615814
"190",0.349999994039536,-1.5,0,0,1,2,4,19,0,1,1,0,1,0,-0.349999994039536
"191",-1.60000002384186,0.720000028610229,0,2.22000002861023,0,19,4,19,0,1,0,1,0,0,1.60000002384186
"192",-0.620000004768372,-0.300000071525574,0,1.29999995231628,0,78,4.5,20,0,0,0,0,0,1,0.620000004768372
"193",-2.29999995231628,2.47000002861023,0,3.97000002861023,0,100,5,19,0,1,0,1,0,0,2.29999995231628
"194",-0.899999976158142,NA,0,NA,0,22,5,18,1,1,1,0,1,0,0.899999976158142
"195",0.469999998807907,-0.600000023841858,0,1,1,18,4,19,1,1,1,0,0,1,-0.469999998807907
"196",-1.99000000953674,0.769999980926514,0,2.26999998092651,0,83,5,17,0,1,1,1,0,0,1.99000000953674
"197",-1.49000000953674,1.10000002384186,0,2.70000004768372,0,34,5,19,0,1,0,0,0,1,1.49000000953674
"198",-0.959999978542328,0.169999957084656,0,1.66999995708466,0,27,5,19,0,1,1,1,0,0,0.959999978542328
"199",-1.16999995708466,1.08999991416931,0,2.58999991416931,0,75,5,19,0,1,1,0,1,0,1.16999995708466
"200",-0.649999976158142,1.07999992370605,0,2.57999992370605,0,57,4,19,0,1,1,1,0,0,0.649999976158142
"201",-0.479999989271164,1.25999999046326,0,2.75999999046326,0,65,5,19,1,1,1,1,0,0,0.479999989271164
"202",-1.12000000476837,0.100000023841858,0,1.60000002384186,0,42,5,18,0,1,1,1,0,0,1.12000000476837
"203",-1.47000002861023,2.20000004768372,0,3.70000004768372,0,78,5,19,0,1,0,1,0,0,1.47000002861023
"204",-1.14999997615814,1.41000008583069,0,2.91000008583069,0,92,4,19,0,1,1,1,0,0,1.14999997615814
"205",0.0700000002980232,0,0,1.5,1,5,4,19,1,1,1,1,0,0,-0.0700000002980232
"206",-1.50999999046326,0.990000009536743,1,2.49000000953674,0,9,4,19,1,1,0,0,1,0,1.50999999046326
"207",-2.25,1.29999995231628,0,2.79999995231628,0,91,5,20,0,1,1,1,0,0,2.25
"208",0.280000001192093,1.45000004768372,0,2.95000004768372,1,57,4.5,18,0,1,0,1,0,0,-0.280000001192093
"209",-1.42999994754791,0.5,0,2,0,38,4,18,0,1,1,0,1,0,1.42999994754791
"210",0.639999985694885,-0.200000047683716,0,1.29999995231628,1,22,5,19,1,1,0,1,0,0,-0.639999985694885
"211",-0.330000013113022,NA,1,NA,0,19,4,18,1,1,1,0,0,1,0.330000013113022
"212",0.670000016689301,0.399999976158142,0,2,1,15,3.5,18,0,1,1,0,0,1,-0.670000016689301
"213",-1.03999996185303,NA,0,NA,0,40,4,18,0,1,0,0,1,0,1.03999996185303
"214",-1.60000002384186,1.1800000667572,0,2.6800000667572,0,74,5,18,0,1,0,1,0,0,1.60000002384186
"215",-1.79999995231628,NA,1,NA,0,48,5,19,1,1,1,0,0,1,1.79999995231628
"216",-2.5,2.5,0,4,0,94,5,18,1,1,1,1,0,0,2.5
"217",-0.959999978542328,1.5,0,3,0,86,5,18,0,1,1,1,0,0,0.959999978542328
"218",-1.10000002384186,1.55999994277954,0,3.05999994277954,0,81,5,19,1,1,1,1,0,0,1.10000002384186
"219",-1.23000001907349,1.31000006198883,0,2.91000008583069,0,3,4,19,0,1,1,0,0,1,1.23000001907349
"220",-1.42999994754791,1.03999996185303,0,2.53999996185303,0,50,4,19,0,1,1,1,0,0,1.42999994754791
"221",-0.219999998807907,0.779999971389771,0,2.27999997138977,0,62,5,18,1,1,1,1,0,0,0.219999998807907
"222",0.129999995231628,1.10000002384186,0,2.70000004768372,1,8,3.5,19,0,1,0,0,0,1,-0.129999995231628
"223",-1.39999997615814,0.0700000524520874,0,1.57000005245209,0,40,4,17,0,1,0,1,0,0,1.39999997615814
"224",-0.680000007152557,0.559999942779541,0,2.05999994277954,0,14,4,19,0,1,0,1,0,0,0.680000007152557
"225",-1.85000002384186,2.17999982833862,0,3.77999973297119,0,28,5,17,0,1,1,0,0,1,1.85000002384186
"226",-1.04999995231628,0.799999952316284,0,2.29999995231628,0,82,5,18,0,1,1,1,0,0,1.04999995231628
"227",-1.25,2.20000004768372,0,3.70000004768372,0,56,5,17,0,1,1,1,0,0,1.25
"228",-1.5900000333786,-0.600000023841858,0,1,0,7,4,18,0,1,0,0,0,1,1.5900000333786
"229",-2.11999988555908,NA,1,NA,0,97,5,19,0,1,1,1,0,0,2.11999988555908
"230",-1.20000004768372,1.74000000953674,0,3.24000000953674,0,65,5,18,0,1,1,1,0,0,1.20000004768372
"231",-0.579999983310699,0.799999952316284,0,2.29999995231628,0,34,5,19,1,1,0,0,1,0,0.579999983310699
"232",-2.11999988555908,1.42000007629395,0,2.92000007629395,0,99,5,19,0,1,0,1,0,0,2.11999988555908
"233",0.219999998807907,0.680000066757202,0,2.1800000667572,1,33,5,19,0,1,1,1,0,0,-0.219999998807907
"234",-2.33999991416931,1.79999995231628,0,3.29999995231628,0,44,5,20,1,0,0,1,0,0,2.33999991416931
"235",-2.3199999332428,2.46000003814697,1,3.96000003814697,0,100,5,19,1,1,1,0,1,0,2.3199999332428
"236",-1.48000001907349,1.5,0,3,0,42,4,19,0,1,1,0,1,0,1.48000001907349
"237",-0.430000007152557,0.0299999713897705,0,1.62999999523163,0,27,5,19,0,1,1,0,0,1,0.430000007152557
"238",0.259999990463257,-0.340000033378601,0,1.1599999666214,1,72,5,19,0,1,1,1,0,0,-0.259999990463257
"239",-1.16999995708466,NA,0,NA,0,24,5,18,1,1,1,1,0,0,1.16999995708466
"240",-1.10000002384186,2.36999988555908,0,3.86999988555908,0,28,5,19,0,1,1,0,1,0,1.10000002384186
"241",-0.280000001192093,1.61999988555908,0,3.11999988555908,0,8,4,19,0,0,1,0,1,0,0.280000001192093
"242",-1.0900000333786,0.259999990463257,0,1.75999999046326,0,93,5,18,1,1,1,1,0,0,1.0900000333786
"243",-2.16000008583069,2.35999989509583,0,3.85999989509583,0,95,5,18,0,1,1,1,0,0,2.16000008583069
"244",-2.09999990463257,1.95000004768372,0,3.45000004768372,0,81,5,18,0,1,0,1,0,0,2.09999990463257
"245",-2.44000005722046,2.5,0,4,0,93,5,18,0,1,1,1,0,0,2.44000005722046
"246",0.25,2.20000004768372,0,3.70000004768372,1,19,5,18,0,0,1,0,1,0,-0.25
"247",-1,NA,1,NA,0,78,4,19,1,1,1,1,0,0,1
